content_id,title,content_type,genre,language,release_date,duration_minutes,content_rating,production_cost,content_status
5028,Rising Path,Sports,Horror,Kannada,2018-01-29,48,3.8,500028.0,Available
5029,Broken Truth,Movie,Sci-Fi,Malayalam,2018-01-30,49,3.9,500029.0,Removed
5030,Lost Promise,Movie,Action,Telugu,2018-01-31,50,4.0,500030.0,Upcoming
5031,Hidden Secrets,Series,Drama,Hindi,2018-02-01,51,4.1,500031.0,available
5032,Sacred Chronicles,Documentary,Comedy,English,2018-02-02,52,4.2,500032.0,Available
5033,Wild Tales,Sports,Thriller,Tamil,2018-02-03,53,4.3,500033.0,Removed
5034,Iron Dreams,Movie,Romance,,2018-02-04,54,4.4,500034.0,Upcoming
5035,Shadow Valley,Movie,action,Malayalam,2018-02-05,55,4.5,500035.0,available
5036,Burning Mountain,Series,DRAMA,Telugu,2018-02-06,56,4.6,500036.0,Available
5037,Last River,Documentary,Comedy,Hindi,2018-02-07,57,4.7,500037.0,Removed
5038,First Sky,Sports,Horror,English,2018-02-08,58,4.8,500038.0,Upcoming
5039,Final Ocean,Movie,Sci-Fi,Tamil,2018-02-09,59,4.9,500039.0,available
5040,Blue Horizon,Movie,Action,Kannada,2018-02-10,60,1.0,500040.0,Available
5041,Red Legacy,Series,Drama,Malayalam,2018-02-11,61,1.1,500041.0,Removed
5042,Black Empire,Documentary,Comedy,Telugu,2018-02-12,62,1.2,500042.0,Upcoming
5043,White Dawn,Sports,Thriller,Hindi,2018-02-13,63,1.3,500043.0,available
5044,Crimson Night,Movie,Romance,English,2018-02-14,64,1.4,500044.0,Available
5045,Storm Warriors,Movie,action,Tamil,2018-02-15,65,1.5,500045.0,Removed
5046,Fire Destiny,Series,DRAMA,Kannada,2018-02-16,66,1.6,500046.0,Upcoming
5047,Ice Journey,Documentary,Comedy,Malayalam,2018-02-17,67,1.7,500047.0,available
5048,Steel Path,Sports,Horror,Telugu,2018-02-18,68,1.8,500048.0,Available
5049,Thunder Truth,Movie,Sci-Fi,Hindi,2018-02-19,69,1.9,500049.0,Removed
5050,Dark Promise,Movie,Action,English,2018-02-20,70,2.0,500050.0,Upcoming
5051,Golden Secrets,Series,Drama,,2018-02-21,71,2.1,500051.0,available
5052,Silent Chronicles,Documentary,Comedy,Kannada,2018-02-22,72,2.2,500052.0,Available
5053,Rising Tales,Sports,Thriller,Malayalam,2018-02-23,73,2.3,500053.0,Removed
5054,Broken Dreams,Movie,Romance,Telugu,2018-02-24,74,2.4,500054.0,Upcoming
5055,Lost Valley,Movie,action,Hindi,2018-02-25,75,2.5,500055.0,available
5056,Hidden Mountain,Series,DRAMA,English,2018-02-26,76,2.6,500056.0,Available
5057,Sacred River,Documentary,Comedy,Tamil,2018-02-27,77,2.7,500057.0,Removed
5058,Wild Sky,Sports,Horror,Kannada,2018-02-28,78,2.8,500058.0,Upcoming
5059,Iron Ocean,Movie,Sci-Fi,Malayalam,2018-03-01,79,2.9,500059.0,available
5060,Shadow Horizon,Movie,Action,Telugu,2018-03-02,80,3.0,500060.0,Available
5061,Burning Legacy,Series,Drama,Hindi,2018-03-03,81,3.1,500061.0,Removed
5062,Last Empire,Documentary,Comedy,English,2018-03-04,82,3.2,500062.0,Upcoming
5063,First Dawn,Sports,Thriller,Tamil,2018-03-05,83,3.3,500063.0,available
5064,Final Night,Movie,Romance,Kannada,2018-03-06,84,3.4,500064.0,Available
5065,Blue Warriors,Movie,action,Malayalam,2018-03-07,85,3.5,500065.0,Removed
5066,Red Destiny,Series,DRAMA,Telugu,2018-03-08,86,3.6,500066.0,Upcoming
5067,Black Journey,Documentary,Comedy,Hindi,2018-03-09,87,3.7,500067.0,available
5068,White Path,Sports,Horror,,2018-03-10,88,3.8,500068.0,Available
5069,Crimson Truth,Movie,Sci-Fi,Tamil,2018-03-11,89,3.9,500069.0,Removed
5070,Storm Promise,Movie,Action,Kannada,2018-03-12,90,4.0,500070.0,Upcoming
5071,Fire Secrets,Series,Drama,Malayalam,2018-03-13,91,4.1,500071.0,available
5072,Ice Chronicles,Documentary,Comedy,Telugu,2018-03-14,92,4.2,500072.0,Available
5073,Steel Tales,Sports,Thriller,Hindi,2018-03-15,93,4.3,500073.0,Removed
5074,Thunder Dreams,Movie,Romance,English,2018-03-16,94,4.4,500074.0,Upcoming
5075,Dark Valley,Movie,action,Tamil,2018-03-17,95,4.5,500075.0,available
5076,Golden Mountain,Series,DRAMA,Kannada,2018-03-18,96,4.6,500076.0,Available
5077,Silent River,Documentary,Comedy,Malayalam,2018-03-19,97,4.7,500077.0,Removed
5078,Rising Sky,Sports,Horror,Telugu,2018-03-20,98,4.8,500078.0,Upcoming
5079,Broken Ocean,Movie,Sci-Fi,Hindi,2018-03-21,99,4.9,500079.0,available
5080,Lost Horizon,Movie,Action,English,2018-03-22,100,1.0,500080.0,Available
5081,Hidden Legacy,Series,Drama,Tamil,2018-03-23,101,1.1,500081.0,Removed
5082,Sacred Empire,Documentary,Comedy,Kannada,2018-03-24,102,1.2,500082.0,Upcoming
5083,Wild Dawn,Sports,Thriller,Malayalam,2018-03-25,103,1.3,500083.0,available
5084,Iron Night,Movie,Romance,Telugu,2018-03-26,104,1.4,500084.0,Available
5085,Shadow Warriors,Movie,action,,2018-03-27,105,1.5,500085.0,Removed
5086,Burning Destiny,Series,DRAMA,English,2018-03-28,106,1.6,500086.0,Upcoming
5087,Last Journey,Documentary,Comedy,Tamil,2018-03-29,107,1.7,500087.0,available
5088,First Path,Sports,Horror,Kannada,2018-03-30,108,1.8,500088.0,Available
5089,Final Truth,Movie,Sci-Fi,Malayalam,2018-03-31,109,1.9,500089.0,Removed
5090,Blue Promise,Movie,Action,Telugu,2018-04-01,110,2.0,500090.0,Upcoming
5091,Red Secrets,Series,Drama,Hindi,2018-04-02,111,2.1,500091.0,available
5092,Black Chronicles,Documentary,Comedy,English,2018-04-03,112,2.2,500092.0,Available
5093,White Tales,Sports,Thriller,Tamil,2018-04-04,113,2.3,500093.0,Removed
5094,Crimson Dreams,Movie,Romance,Kannada,2018-04-05,114,2.4,500094.0,Upcoming
5095,Storm Valley,Movie,action,Malayalam,2018-04-06,115,2.5,500095.0,available
5096,Fire Mountain,Series,DRAMA,Telugu,2018-04-07,116,2.6,500096.0,Available
5097,Ice River,Documentary,Comedy,Hindi,2018-04-08,117,2.7,500097.0,Removed
5098,Steel Sky,Sports,Horror,English,2018-04-09,118,2.8,500098.0,Upcoming
5099,Thunder Ocean,Movie,Sci-Fi,Tamil,2018-04-10,119,2.9,500099.0,available
5100,Dark Horizon,Movie,Action,Kannada,2018-04-11,120,3.0,500100.0,Available
5101,Golden Legacy,Series,Drama,Malayalam,2018-04-12,121,3.1,500101.0,Removed
5102,Silent Empire,Documentary,Comedy,,2018-04-13,122,3.2,500102.0,Upcoming
5103,Rising Dawn,Sports,Thriller,Hindi,2018-04-14,123,3.3,500103.0,available
5104,Broken Night,Movie,Romance,English,2018-04-15,124,3.4,500104.0,Available
5105,Lost Warriors,Movie,action,Tamil,2018-04-16,125,3.5,500105.0,Removed
5106,Hidden Destiny,Series,DRAMA,Kannada,2018-04-17,126,3.6,500106.0,Upcoming
5107,Sacred Journey,Documentary,Comedy,Malayalam,2018-04-18,127,3.7,500107.0,available
5108,Wild Path,Sports,Horror,Telugu,2018-04-19,128,3.8,500108.0,Available
5109,Iron Truth,Movie,Sci-Fi,Hindi,2018-04-20,129,3.9,500109.0,Removed
5110,Shadow Promise,Movie,Action,English,2018-04-21,130,4.0,500110.0,Upcoming
5111,Burning Secrets,Series,Drama,Tamil,2018-04-22,131,4.1,500111.0,available
5112,Last Chronicles,Documentary,Comedy,Kannada,2018-04-23,132,4.2,500112.0,Available
5113,First Tales,Sports,Thriller,Malayalam,2018-04-24,133,4.3,500113.0,Removed
5114,Final Dreams,Movie,Romance,Telugu,2018-04-25,134,4.4,500114.0,Upcoming
5115,Blue Valley,Movie,action,Hindi,2018-04-26,135,4.5,500115.0,available
5116,Red Mountain,Series,DRAMA,English,2018-04-27,136,4.6,500116.0,Available
5117,Black River,Documentary,Comedy,Tamil,2018-04-28,137,4.7,500117.0,Removed
5118,White Sky,Sports,Horror,Kannada,2018-04-29,138,4.8,500118.0,Upcoming
5119,Crimson Ocean,Movie,Sci-Fi,,2018-04-30,139,4.9,500119.0,available
5120,Storm Horizon,Movie,Action,Telugu,2018-05-01,140,1.0,500120.0,Available
5121,Fire Legacy,Series,Drama,Hindi,2018-05-02,141,1.1,500121.0,Removed
5122,Ice Empire,Documentary,Comedy,English,2018-05-03,142,1.2,500122.0,Upcoming
5123,Steel Dawn,Sports,Thriller,Tamil,2018-05-04,143,1.3,500123.0,available
5124,Thunder Night,Movie,Romance,Kannada,2018-05-05,144,1.4,500124.0,Available
5125,Dark Warriors,Movie,action,Malayalam,2018-05-06,145,1.5,500125.0,Removed
5126,Golden Destiny,Series,DRAMA,Telugu,2018-05-07,146,1.6,500126.0,Upcoming
5127,Silent Journey,Documentary,Comedy,Hindi,2018-05-08,147,1.7,500127.0,available
5128,Rising Path,Sports,Horror,English,2018-05-09,148,1.8,500128.0,Available
5129,Broken Truth,Movie,Sci-Fi,Tamil,2018-05-10,149,1.9,500129.0,Removed
5130,Lost Promise,Movie,Action,Kannada,2018-05-11,150,2.0,500130.0,Upcoming
5131,Hidden Secrets,Series,Drama,Malayalam,2018-05-12,151,2.1,500131.0,available
5132,Sacred Chronicles,Documentary,Comedy,Telugu,2018-05-13,152,2.2,500132.0,Available
5133,Wild Tales,Sports,Thriller,Hindi,2018-05-14,153,2.3,500133.0,Removed
5134,Iron Dreams,Movie,Romance,English,2018-05-15,154,2.4,500134.0,Upcoming
5135,Shadow Valley,Movie,action,Tamil,2018-05-16,155,2.5,500135.0,available
5136,Burning Mountain,Series,DRAMA,,2018-05-17,156,2.6,500136.0,Available
5137,Last River,Documentary,Comedy,Malayalam,2018-05-18,157,2.7,500137.0,Removed
5138,First Sky,Sports,Horror,Telugu,2018-05-19,158,2.8,500138.0,Upcoming
5139,Final Ocean,Movie,Sci-Fi,Hindi,2018-05-20,159,2.9,500139.0,available
5140,Blue Horizon,Movie,Action,English,2018-05-21,160,3.0,500140.0,Available
5141,Red Legacy,Series,Drama,Tamil,2018-05-22,161,3.1,500141.0,Removed
5142,Black Empire,Documentary,Comedy,Kannada,2018-05-23,162,3.2,500142.0,Upcoming
5143,White Dawn,Sports,Thriller,Malayalam,2018-05-24,163,3.3,500143.0,available
5144,Crimson Night,Movie,Romance,Telugu,2018-05-25,164,3.4,500144.0,Available
5145,Storm Warriors,Movie,action,Hindi,2018-05-26,165,3.5,500145.0,Removed
5146,Fire Destiny,Series,DRAMA,English,2018-05-27,166,3.6,500146.0,Upcoming
5147,Ice Journey,Documentary,Comedy,Tamil,2018-05-28,167,3.7,500147.0,available
5148,Steel Path,Sports,Horror,Kannada,2018-05-29,168,3.8,500148.0,Available
5149,Thunder Truth,Movie,Sci-Fi,Malayalam,2018-05-30,169,3.9,500149.0,Removed
5150,Dark Promise,Movie,Action,Telugu,2018-05-31,170,4.0,500150.0,Upcoming
5151,Golden Secrets,Series,Drama,Hindi,2018-06-01,171,4.1,500151.0,available
5152,Silent Chronicles,Documentary,Comedy,English,2018-06-02,172,4.2,500152.0,Available
5153,Rising Tales,Sports,Thriller,,2018-06-03,173,4.3,500153.0,Removed
5154,Broken Dreams,Movie,Romance,Kannada,2018-06-04,174,4.4,500154.0,Upcoming
5155,Lost Valley,Movie,action,Malayalam,2018-06-05,175,4.5,500155.0,available
5156,Hidden Mountain,Series,DRAMA,Telugu,2018-06-06,176,4.6,500156.0,Available
5157,Sacred River,Documentary,Comedy,Hindi,2018-06-07,177,4.7,500157.0,Removed
5158,Wild Sky,Sports,Horror,English,2018-06-08,178,4.8,500158.0,Upcoming
5159,Iron Ocean,Movie,Sci-Fi,Tamil,2018-06-09,179,4.9,500159.0,available
5160,Shadow Horizon,Movie,Action,Kannada,2018-06-10,180,1.0,500160.0,Available
5161,Burning Legacy,Series,Drama,Malayalam,2018-06-11,181,1.1,500161.0,Removed
5162,Last Empire,Documentary,Comedy,Telugu,2018-06-12,182,1.2,500162.0,Upcoming
5163,First Dawn,Sports,Thriller,Hindi,2018-06-13,183,1.3,500163.0,available
5164,Final Night,Movie,Romance,English,2018-06-14,184,1.4,500164.0,Available
5165,Blue Warriors,Movie,action,Tamil,2018-06-15,185,1.5,500165.0,Removed
5166,Red Destiny,Series,DRAMA,Kannada,2018-06-16,186,1.6,500166.0,Upcoming
5167,Black Journey,Documentary,Comedy,Malayalam,2018-06-17,187,1.7,500167.0,available
5168,White Path,Sports,Horror,Telugu,2018-06-18,188,1.8,500168.0,Available
5169,Crimson Truth,Movie,Sci-Fi,Hindi,2018-06-19,189,1.9,500169.0,Removed
5170,Storm Promise,Movie,Action,,2018-06-20,190,2.0,500170.0,Upcoming
5171,Fire Secrets,Series,Drama,Tamil,2018-06-21,191,2.1,500171.0,available
5172,Ice Chronicles,Documentary,Comedy,Kannada,2018-06-22,192,2.2,500172.0,Available
5173,Steel Tales,Sports,Thriller,Malayalam,2018-06-23,193,2.3,500173.0,Removed
5174,Thunder Dreams,Movie,Romance,Telugu,2018-06-24,194,2.4,500174.0,Upcoming
5175,Dark Valley,Movie,action,Hindi,2018-06-25,195,2.5,500175.0,available
5176,Golden Mountain,Series,DRAMA,English,2018-06-26,196,2.6,500176.0,Available
5177,Silent River,Documentary,Comedy,Tamil,2018-06-27,197,2.7,500177.0,Removed
5178,Rising Sky,Sports,Horror,Kannada,2018-06-28,198,2.8,500178.0,Upcoming
5179,Broken Ocean,Movie,Sci-Fi,Malayalam,2018-06-29,199,2.9,500179.0,available
5180,Lost Horizon,Movie,Action,Telugu,2018-06-30,200,3.0,500180.0,Available
5181,Hidden Legacy,Series,Drama,Hindi,2018-07-01,201,3.1,500181.0,Removed
5182,Sacred Empire,Documentary,Comedy,English,2018-07-02,202,3.2,500182.0,Upcoming
5183,Wild Dawn,Sports,Thriller,Tamil,2018-07-03,203,3.3,500183.0,available
5184,Iron Night,Movie,Romance,Kannada,2018-07-04,204,3.4,500184.0,Available
5185,Shadow Warriors,Movie,action,Malayalam,2018-07-05,205,3.5,500185.0,Removed
5186,Burning Destiny,Series,DRAMA,Telugu,2018-07-06,206,3.6,500186.0,Upcoming
5187,Last Journey,Documentary,Comedy,,2018-07-07,207,3.7,500187.0,available
5188,First Path,Sports,Horror,English,2018-07-08,208,3.8,500188.0,Available
5189,Final Truth,Movie,Sci-Fi,Tamil,2018-07-09,209,3.9,500189.0,Removed
5190,Blue Promise,Movie,Action,Kannada,2018-07-10,210,4.0,500190.0,Upcoming
5191,Red Secrets,Series,Drama,Malayalam,2018-07-11,211,4.1,500191.0,available
5192,Black Chronicles,Documentary,Comedy,Telugu,2018-07-12,212,4.2,500192.0,Available
5193,White Tales,Sports,Thriller,Hindi,2018-07-13,213,4.3,500193.0,Removed
5194,Crimson Dreams,Movie,Romance,English,2018-07-14,214,4.4,500194.0,Upcoming
5195,Storm Valley,Movie,action,Tamil,2018-07-15,215,4.5,500195.0,available
5196,Fire Mountain,Series,DRAMA,Kannada,2018-07-16,216,4.6,500196.0,Available
5197,Ice River,Documentary,Comedy,Malayalam,2018-07-17,217,4.7,500197.0,Removed
5198,Steel Sky,Sports,Horror,Telugu,2018-07-18,218,4.8,500198.0,Upcoming
5199,Thunder Ocean,Movie,Sci-Fi,Hindi,2018-07-19,219,4.9,500199.0,available
5200,Dark Horizon,Movie,Action,English,2018-07-20,220,1.0,500200.0,Available
5201,Golden Legacy,Series,Drama,Tamil,2018-07-21,221,1.1,500201.0,Removed
5202,Silent Empire,Documentary,Comedy,Kannada,2018-07-22,222,1.2,500202.0,Upcoming
5203,Rising Dawn,Sports,Thriller,Malayalam,2018-07-23,223,1.3,500203.0,available
5204,Broken Night,Movie,Romance,,2018-07-24,224,1.4,500204.0,Available
5205,Lost Warriors,Movie,action,Hindi,2018-07-25,225,1.5,500205.0,Removed
5206,Hidden Destiny,Series,DRAMA,English,2018-07-26,226,1.6,500206.0,Upcoming
5207,Sacred Journey,Documentary,Comedy,Tamil,2018-07-27,227,1.7,500207.0,available
5208,Wild Path,Sports,Horror,Kannada,2018-07-28,228,1.8,500208.0,Available
5209,Iron Truth,Movie,Sci-Fi,Malayalam,2018-07-29,229,1.9,500209.0,Removed
5210,Shadow Promise,Movie,Action,Telugu,2018-07-30,230,2.0,500210.0,Upcoming
5211,Burning Secrets,Series,Drama,Hindi,2018-07-31,231,2.1,500211.0,available
5212,Last Chronicles,Documentary,Comedy,English,2018-08-01,232,2.2,500212.0,Available
5213,First Tales,Sports,Thriller,Tamil,2018-08-02,233,2.3,500213.0,Removed
5214,Final Dreams,Movie,Romance,Kannada,2018-08-03,234,2.4,500214.0,Upcoming
5215,Blue Valley,Movie,action,Malayalam,2018-08-04,235,2.5,500215.0,available
5216,Red Mountain,Series,DRAMA,Telugu,2018-08-05,236,2.6,500216.0,Available
5217,Black River,Documentary,Comedy,Hindi,2018-08-06,237,2.7,500217.0,Removed
5218,White Sky,Sports,Horror,English,2018-08-07,238,2.8,500218.0,Upcoming
5219,Crimson Ocean,Movie,Sci-Fi,Tamil,2018-08-08,239,2.9,500219.0,available
5220,Storm Horizon,Movie,Action,Kannada,2018-08-09,240,3.0,500220.0,Available
5221,Fire Legacy,Series,Drama,,2018-08-10,20,3.1,500221.0,Removed
5222,Ice Empire,Documentary,Comedy,Telugu,2018-08-11,21,3.2,500222.0,Upcoming
5223,Steel Dawn,Sports,Thriller,Hindi,2018-08-12,22,3.3,500223.0,available
5224,Thunder Night,Movie,Romance,English,2018-08-13,23,3.4,500224.0,Available
5225,Dark Warriors,Movie,action,Tamil,2018-08-14,24,3.5,500225.0,Removed
5226,Golden Destiny,Series,DRAMA,Kannada,2018-08-15,25,3.6,500226.0,Upcoming
5227,Silent Journey,Documentary,Comedy,Malayalam,2018-08-16,26,3.7,500227.0,available
5228,Rising Path,Sports,Horror,Telugu,2018-08-17,27,3.8,500228.0,Available
5229,Broken Truth,Movie,Sci-Fi,Hindi,2018-08-18,28,3.9,500229.0,Removed
5230,Lost Promise,Movie,Action,English,2018-08-19,29,4.0,500230.0,Upcoming
5231,Hidden Secrets,Series,Drama,Tamil,2018-08-20,30,4.1,500231.0,available
5232,Sacred Chronicles,Documentary,Comedy,Kannada,2018-08-21,31,4.2,500232.0,Available
5233,Wild Tales,Sports,Thriller,Malayalam,2018-08-22,32,4.3,500233.0,Removed
5234,Iron Dreams,Movie,Romance,Telugu,2018-08-23,33,4.4,500234.0,Upcoming
5235,Shadow Valley,Movie,action,Hindi,2018-08-24,34,4.5,500235.0,available
5236,Burning Mountain,Series,DRAMA,English,2018-08-25,35,4.6,500236.0,Available
5237,Last River,Documentary,Comedy,Tamil,2018-08-26,36,4.7,500237.0,Removed
5238,First Sky,Sports,Horror,,2018-08-27,37,4.8,500238.0,Upcoming
5239,Final Ocean,Movie,Sci-Fi,Malayalam,2018-08-28,38,4.9,500239.0,available
5240,Blue Horizon,Movie,Action,Telugu,2018-08-29,39,1.0,500240.0,Available
5241,Red Legacy,Series,Drama,Hindi,2018-08-30,40,1.1,500241.0,Removed
5242,Black Empire,Documentary,Comedy,English,2018-08-31,41,1.2,500242.0,Upcoming
5243,White Dawn,Sports,Thriller,Tamil,2018-09-01,42,1.3,500243.0,available
5244,Crimson Night,Movie,Romance,Kannada,2018-09-02,43,1.4,500244.0,Available
5245,Storm Warriors,Movie,action,Malayalam,2018-09-03,44,1.5,500245.0,Removed
5246,Fire Destiny,Series,DRAMA,Telugu,2018-09-04,45,1.6,500246.0,Upcoming
5247,Ice Journey,Documentary,Comedy,Hindi,2018-09-05,46,1.7,500247.0,available
5248,Steel Path,Sports,Horror,English,2018-09-06,47,1.8,500248.0,Available
5249,Thunder Truth,Movie,Sci-Fi,Tamil,2018-09-07,48,1.9,500249.0,Removed
5250,Dark Promise,Movie,Action,Kannada,2018-09-08,49,2.0,500250.0,Upcoming
5251,Golden Secrets,Series,Drama,Malayalam,2018-09-09,50,2.1,500251.0,available
5252,Silent Chronicles,Documentary,Comedy,Telugu,2018-09-10,51,2.2,500252.0,Available
5253,Rising Tales,Sports,Thriller,Hindi,2018-09-11,52,2.3,500253.0,Removed
5254,Broken Dreams,Movie,Romance,English,2018-09-12,53,2.4,500254.0,Upcoming
5255,Lost Valley,Movie,action,,2018-09-13,54,2.5,500255.0,available
5256,Hidden Mountain,Series,DRAMA,Kannada,2018-09-14,55,2.6,500256.0,Available
5257,Sacred River,Documentary,Comedy,Malayalam,2018-09-15,56,2.7,500257.0,Removed
5258,Wild Sky,Sports,Horror,Telugu,2018-09-16,57,2.8,500258.0,Upcoming
5259,Iron Ocean,Movie,Sci-Fi,Hindi,2018-09-17,58,2.9,500259.0,available
5260,Shadow Horizon,Movie,Action,English,2018-09-18,59,3.0,500260.0,Available
5261,Burning Legacy,Series,Drama,Tamil,2018-09-19,60,3.1,500261.0,Removed
5262,Last Empire,Documentary,Comedy,Kannada,2018-09-20,61,3.2,500262.0,Upcoming
5263,First Dawn,Sports,Thriller,Malayalam,2018-09-21,62,3.3,500263.0,available
5264,Final Night,Movie,Romance,Telugu,2018-09-22,63,3.4,500264.0,Available
5265,Blue Warriors,Movie,action,Hindi,2018-09-23,64,3.5,500265.0,Removed
5266,Red Destiny,Series,DRAMA,English,2018-09-24,65,3.6,500266.0,Upcoming
5267,Black Journey,Documentary,Comedy,Tamil,2018-09-25,66,3.7,500267.0,available
5268,White Path,Sports,Horror,Kannada,2018-09-26,67,3.8,500268.0,Available
5269,Crimson Truth,Movie,Sci-Fi,Malayalam,2018-09-27,68,3.9,500269.0,Removed
5270,Storm Promise,Movie,Action,Telugu,2018-09-28,69,4.0,500270.0,Upcoming
5271,Fire Secrets,Series,Drama,Hindi,2018-09-29,70,4.1,500271.0,available
5272,Ice Chronicles,Documentary,Comedy,,2018-09-30,71,4.2,500272.0,Available
5273,Steel Tales,Sports,Thriller,Tamil,2018-10-01,72,4.3,500273.0,Removed
5274,Thunder Dreams,Movie,Romance,Kannada,2018-10-02,73,4.4,500274.0,Upcoming
5275,Dark Valley,Movie,action,Malayalam,2018-10-03,74,4.5,500275.0,available
5276,Golden Mountain,Series,DRAMA,Telugu,2018-10-04,75,4.6,500276.0,Available
5277,Silent River,Documentary,Comedy,Hindi,2018-10-05,76,4.7,500277.0,Removed
5278,Rising Sky,Sports,Horror,English,2018-10-06,77,4.8,500278.0,Upcoming
5279,Broken Ocean,Movie,Sci-Fi,Tamil,2018-10-07,78,4.9,500279.0,available
5280,Lost Horizon,Movie,Action,Kannada,2018-10-08,79,1.0,500280.0,Available
5281,Hidden Legacy,Series,Drama,Malayalam,2018-10-09,80,1.1,500281.0,Removed
5282,Sacred Empire,Documentary,Comedy,Telugu,2018-10-10,81,1.2,500282.0,Upcoming
5283,Wild Dawn,Sports,Thriller,Hindi,2018-10-11,82,1.3,500283.0,available
5284,Iron Night,Movie,Romance,English,2018-10-12,83,1.4,500284.0,Available
5285,Shadow Warriors,Movie,action,Tamil,2018-10-13,84,1.5,500285.0,Removed
5286,Burning Destiny,Series,DRAMA,Kannada,2018-10-14,85,1.6,500286.0,Upcoming
5287,Last Journey,Documentary,Comedy,Malayalam,2018-10-15,86,1.7,500287.0,available
5288,First Path,Sports,Horror,Telugu,2018-10-16,87,1.8,500288.0,Available
5289,Final Truth,Movie,Sci-Fi,,2018-10-17,88,1.9,500289.0,Removed
5290,Blue Promise,Movie,Action,English,2018-10-18,89,2.0,500290.0,Upcoming
5291,Red Secrets,Series,Drama,Tamil,2018-10-19,90,2.1,500291.0,available
5292,Black Chronicles,Documentary,Comedy,Kannada,2018-10-20,91,2.2,500292.0,Available
5293,White Tales,Sports,Thriller,Malayalam,2018-10-21,92,2.3,500293.0,Removed
5294,Crimson Dreams,Movie,Romance,Telugu,2018-10-22,93,2.4,500294.0,Upcoming
5295,Storm Valley,Movie,action,Hindi,2018-10-23,94,2.5,500295.0,available
5296,Fire Mountain,Series,DRAMA,English,2018-10-24,95,2.6,500296.0,Available
5297,Ice River,Documentary,Comedy,Tamil,2018-10-25,96,2.7,500297.0,Removed
5298,Steel Sky,Sports,Horror,Kannada,2018-10-26,97,2.8,500298.0,Upcoming
5299,Thunder Ocean,Movie,Sci-Fi,Malayalam,2018-10-27,98,2.9,500299.0,available
5300,Dark Horizon,Movie,Action,Telugu,2018-10-28,99,3.0,500300.0,Available
5301,Golden Legacy,Series,Drama,Hindi,2018-10-29,100,3.1,500301.0,Removed
5302,Silent Empire,Documentary,Comedy,English,2018-10-30,101,3.2,500302.0,Upcoming
5303,Rising Dawn,Sports,Thriller,Tamil,2018-10-31,102,3.3,500303.0,available
5304,Broken Night,Movie,Romance,Kannada,2018-11-01,103,3.4,500304.0,Available
5305,Lost Warriors,Movie,action,Malayalam,2018-11-02,104,3.5,500305.0,Removed
5306,Hidden Destiny,Series,DRAMA,,2018-11-03,105,3.6,500306.0,Upcoming
5307,Sacred Journey,Documentary,Comedy,Hindi,2018-11-04,106,3.7,500307.0,available
5308,Wild Path,Sports,Horror,English,2018-11-05,107,3.8,500308.0,Available
5309,Iron Truth,Movie,Sci-Fi,Tamil,2018-11-06,108,3.9,500309.0,Removed
